CustomerKey,RegionKey,HomeCountry,MacroRegion,Segment,AcquisitionChannel,JoinDate,TenureBucket,IsLoyaltyMember
7246,1,United Kingdom,EMEA,Casual Fan,Organic Search,2021-11-13,2+ years,1
7247,5,Brazil,Americas,Hardcore Fan,Organic Search,2023-02-12,2+ years,0
7248,7,Japan,APAC,Hardcore Fan,Direct,2023-05-03,2+ years,0
7249,1,United Kingdom,EMEA,Collector,Organic Search,2025-08-09,0-6 months,1
7250,6,Mexico,Americas,Hardcore Fan,Organic Search,2023-03-27,2+ years,1
7251,7,Japan,APAC,Casual Fan,Direct,2021-10-23,2+ years,0
7252,7,Japan,APAC,Collector,Email,2021-03-09,2+ years,0
7253,2,Spain,EMEA,Hardcore Fan,Organic Search,2023-05-14,2+ years,1
7254,7,Japan,APAC,Hardcore Fan,Direct,2021-02-25,2+ years,1
7255,2,Spain,EMEA,Hardcore Fan,Paid Social,2022-10-19,2+ years,1
7256,4,United States,Americas,Collector,Email,2021-02-21,2+ years,0
7257,1,United Kingdom,EMEA,Casual Fan,Organic Search,2022-09-29,2+ years,0
7258,1,United Kingdom,EMEA,Hardcore Fan,Organic Search,2025-01-10,6-12 months,1
7259,5,Brazil,Americas,Casual Fan,Organic Search,2023-07-27,2+ years,0
7260,3,Germany,EMEA,Casual Fan,Direct,2024-12-11,1-2 years,1
7261,2,Spain,EMEA,Casual Fan,Influencer,2023-09-09,2+ years,0
7262,1,United Kingdom,EMEA,Hardcore Fan,Paid Social,2025-12-15,0-6 months,0
7263,5,Brazil,Americas,Casual Fan,Organic Search,2024-12-05,1-2 years,0
7264,1,United Kingdom,EMEA,Casual Fan,App Store,2021-05-08,2+ years,0
7265,6,Mexico,Americas,Casual Fan,Influencer,2023-09-02,2+ years,0
7266,1,United Kingdom,EMEA,Casual Fan,Organic Search,2025-01-08,6-12 months,1
7267,1,United Kingdom,EMEA,Hardcore Fan,Paid Social,2021-01-25,2+ years,0
7268,3,Germany,EMEA,Casual Fan,Organic Search,2021-03-02,2+ years,0
7269,4,United States,Americas,Casual Fan,App Store,2023-06-25,2+ years,1
7270,2,Spain,EMEA,Casual Fan,App Store,2024-09-21,1-2 years,0
7271,2,Spain,EMEA,Casual Fan,Organic Search,2022-01-23,2+ years,1
7272,8,Australia,APAC,Casual Fan,Organic Search,2022-10-02,2+ years,1
7273,5,Brazil,Americas,Hardcore Fan,Organic Search,2022-11-02,2+ years,1
7274,1,United Kingdom,EMEA,Hardcore Fan,Organic Search,2025-11-22,0-6 months,0
7275,3,Germany,EMEA,Casual Fan,App Store,2023-03-11,2+ years,1
7276,7,Japan,APAC,Casual Fan,Paid Social,2022-10-26,2+ years,0
7277,2,Spain,EMEA,Collector,Paid Social,2021-11-11,2+ years,0
7278,1,United Kingdom,EMEA,Casual Fan,Organic Search,2025-06-16,6-12 months,1
7279,6,Mexico,Americas,Hardcore Fan,Direct,2024-05-11,1-2 years,1
7280,4,United States,Americas,Hardcore Fan,Paid Social,2021-07-19,2+ years,0
7281,4,United States,Americas,Hardcore Fan,Paid Social,2022-12-06,2+ years,1
7282,1,United Kingdom,EMEA,Collector,App Store,2023-06-17,2+ years,1
7283,1,United Kingdom,EMEA,Casual Fan,Organic Search,2022-09-28,2+ years,1
7284,5,Brazil,Americas,Casual Fan,Organic Search,2021-04-26,2+ years,1
7285,2,Spain,EMEA,Hardcore Fan,Email,2025-09-02,0-6 months,1
7286,4,United States,Americas,Collector,Direct,2023-09-17,2+ years,1
7287,4,United States,Americas,Collector,Direct,2025-03-05,6-12 months,0
7288,2,Spain,EMEA,Hardcore Fan,Organic Search,2025-07-21,0-6 months,1
7289,8,Australia,APAC,Hardcore Fan,Email,2022-02-13,2+ years,1
7290,7,Japan,APAC,Casual Fan,Paid Social,2022-07-19,2+ years,1
7291,5,Brazil,Americas,Casual Fan,Influencer,2024-11-17,1-2 years,0
7292,1,United Kingdom,EMEA,Casual Fan,Paid Social,2021-06-19,2+ years,0
7293,1,United Kingdom,EMEA,Casual Fan,Paid Social,2021-09-01,2+ years,0
7294,4,United States,Americas,Hardcore Fan,Direct,2025-12-25,0-6 months,1
7295,1,United Kingdom,EMEA,Collector,Organic Search,2023-12-21,2+ years,1
7296,8,Australia,APAC,Hardcore Fan,Influencer,2023-12-19,2+ years,0
7297,1,United Kingdom,EMEA,Hardcore Fan,Paid Social,2023-07-26,2+ years,0
7298,4,United States,Americas,Casual Fan,Influencer,2021-03-16,2+ years,1
7299,3,Germany,EMEA,Hardcore Fan,App Store,2025-03-09,6-12 months,1
7300,5,Brazil,Americas,Casual Fan,Organic Search,2022-01-05,2+ years,1
7301,1,United Kingdom,EMEA,Hardcore Fan,Organic Search,2024-05-21,1-2 years,1
7302,3,Germany,EMEA,Casual Fan,Direct,2021-05-06,2+ years,0
7303,2,Spain,EMEA,Hardcore Fan,Organic Search,2024-03-21,1-2 years,0
7304,7,Japan,APAC,Casual Fan,Email,2025-05-20,6-12 months,1
7305,1,United Kingdom,EMEA,Casual Fan,Organic Search,2025-10-10,0-6 months,0
7306,7,Japan,APAC,Casual Fan,Email,2021-04-26,2+ years,0
7307,7,Japan,APAC,Casual Fan,Organic Search,2022-08-23,2+ years,0
7308,2,Spain,EMEA,Casual Fan,Organic Search,2025-03-26,6-12 months,0
7309,6,Mexico,Americas,Hardcore Fan,Paid Social,2025-02-12,6-12 months,1
7310,1,United Kingdom,EMEA,Hardcore Fan,Organic Search,2023-05-10,2+ years,0
7311,8,Australia,APAC,Collector,Paid Social,2022-07-16,2+ years,1
7312,4,United States,Americas,Hardcore Fan,Organic Search,2025-06-21,6-12 months,0
7313,2,Spain,EMEA,Casual Fan,Influencer,2023-02-03,2+ years,0
7314,3,Germany,EMEA,Hardcore Fan,Email,2022-07-29,2+ years,1
7315,1,United Kingdom,EMEA,Casual Fan,Paid Social,2025-06-10,6-12 months,1
7316,8,Australia,APAC,Casual Fan,Paid Social,2021-07-12,2+ years,0
7317,1,United Kingdom,EMEA,Hardcore Fan,Paid Social,2021-12-21,2+ years,1
7318,5,Brazil,Americas,Casual Fan,Email,2021-02-27,2+ years,0
7319,3,Germany,EMEA,Casual Fan,Email,2022-05-08,2+ years,1
7320,8,Australia,APAC,Hardcore Fan,App Store,2024-05-12,1-2 years,0
7321,2,Spain,EMEA,Hardcore Fan,Direct,2025-03-08,6-12 months,0
7322,4,United States,Americas,Hardcore Fan,Email,2024-08-18,1-2 years,0
7323,4,United States,Americas,Casual Fan,Organic Search,2024-09-30,1-2 years,0
7324,5,Brazil,Americas,Hardcore Fan,Email,2024-07-31,1-2 years,1
7325,1,United Kingdom,EMEA,Hardcore Fan,Email,2021-04-30,2+ years,0
7326,1,United Kingdom,EMEA,Hardcore Fan,App Store,2025-01-28,6-12 months,1
7327,2,Spain,EMEA,Hardcore Fan,Direct,2021-07-27,2+ years,1
7328,5,Brazil,Americas,Hardcore Fan,Email,2025-10-26,0-6 months,0
7329,1,United Kingdom,EMEA,Casual Fan,Paid Social,2023-04-07,2+ years,1
7330,4,United States,Americas,Hardcore Fan,Direct,2025-02-25,6-12 months,1
7331,2,Spain,EMEA,Hardcore Fan,Paid Social,2023-02-11,2+ years,0
7332,7,Japan,APAC,Casual Fan,Paid Social,2025-07-05,0-6 months,1
7333,8,Australia,APAC,Hardcore Fan,Direct,2025-07-18,0-6 months,0
7334,4,United States,Americas,Casual Fan,Paid Social,2022-11-12,2+ years,1
7335,2,Spain,EMEA,Casual Fan,Paid Social,2024-02-11,1-2 years,0
7336,2,Spain,EMEA,Casual Fan,Email,2022-07-26,2+ years,1
7337,1,United Kingdom,EMEA,Casual Fan,Direct,2024-09-03,1-2 years,0
7338,2,Spain,EMEA,Casual Fan,App Store,2025-03-27,6-12 months,0
7339,5,Brazil,Americas,Hardcore Fan,Organic Search,2022-06-16,2+ years,0
7340,4,United States,Americas,Casual Fan,Paid Social,2024-05-26,1-2 years,0
7341,8,Australia,APAC,Casual Fan,App Store,2021-05-15,2+ years,0
7342,3,Germany,EMEA,Collector,Direct,2021-12-17,2+ years,1
7343,5,Brazil,Americas,Casual Fan,Organic Search,2022-07-28,2+ years,0
7344,4,United States,Americas,Hardcore Fan,App Store,2025-07-13,0-6 months,1
7345,4,United States,Americas,Collector,Paid Social,2025-09-18,0-6 months,1
7346,2,Spain,EMEA,Hardcore Fan,Email,2022-10-06,2+ years,0
7347,3,Germany,EMEA,Hardcore Fan,Paid Social,2021-07-19,2+ years,0
7348,3,Germany,EMEA,Collector,Organic Search,2021-08-31,2+ years,1
7349,5,Brazil,Americas,Hardcore Fan,Direct,2024-03-11,1-2 years,0
7350,8,Australia,APAC,Casual Fan,Organic Search,2024-06-26,1-2 years,0
7351,2,Spain,EMEA,Casual Fan,Paid Social,2023-05-04,2+ years,1
7352,1,United Kingdom,EMEA,Casual Fan,Influencer,2025-08-14,0-6 months,1
7353,4,United States,Americas,Hardcore Fan,Direct,2023-10-10,2+ years,0
7354,4,United States,Americas,Hardcore Fan,App Store,2025-03-01,6-12 months,0
7355,1,United Kingdom,EMEA,Hardcore Fan,Email,2021-03-31,2+ years,0
7356,6,Mexico,Americas,Hardcore Fan,Email,2025-12-21,0-6 months,1
7357,8,Australia,APAC,Casual Fan,Organic Search,2022-08-17,2+ years,0
7358,8,Australia,APAC,Casual Fan,Paid Social,2023-11-11,2+ years,0
7359,1,United Kingdom,EMEA,Casual Fan,Organic Search,2023-12-23,2+ years,0
7360,7,Japan,APAC,Hardcore Fan,Paid Social,2021-10-30,2+ years,0
7361,5,Brazil,Americas,Casual Fan,Email,2021-11-21,2+ years,0
7362,3,Germany,EMEA,Casual Fan,Organic Search,2023-02-22,2+ years,0
7363,4,United States,Americas,Hardcore Fan,App Store,2025-10-20,0-6 months,1
7364,7,Japan,APAC,Casual Fan,Paid Social,2021-09-17,2+ years,0
7365,4,United States,Americas,Collector,Organic Search,2023-06-14,2+ years,1
7366,3,Germany,EMEA,Casual Fan,Email,2025-07-26,0-6 months,0
7367,4,United States,Americas,Collector,Email,2024-04-10,1-2 years,0
7368,4,United States,Americas,Casual Fan,Email,2022-09-18,2+ years,1
7369,1,United Kingdom,EMEA,Casual Fan,Direct,2022-03-21,2+ years,0
7370,7,Japan,APAC,Hardcore Fan,App Store,2024-04-29,1-2 years,1
7371,5,Brazil,Americas,Collector,Organic Search,2021-03-24,2+ years,1
7372,5,Brazil,Americas,Casual Fan,Influencer,2021-06-03,2+ years,1
7373,1,United Kingdom,EMEA,Hardcore Fan,Paid Social,2022-03-10,2+ years,1
7374,4,United States,Americas,Collector,Email,2022-02-21,2+ years,1
7375,1,United Kingdom,EMEA,Casual Fan,Direct,2025-09-17,0-6 months,1
7376,1,United Kingdom,EMEA,Hardcore Fan,Direct,2024-06-16,1-2 years,0
7377,4,United States,Americas,Casual Fan,Organic Search,2021-04-12,2+ years,0
7378,3,Germany,EMEA,Casual Fan,Direct,2021-06-11,2+ years,0
7379,4,United States,Americas,Casual Fan,Organic Search,2025-07-20,0-6 months,1
7380,1,United Kingdom,EMEA,Casual Fan,Paid Social,2025-12-31,0-6 months,0
7381,3,Germany,EMEA,Casual Fan,Email,2022-10-04,2+ years,1
7382,1,United Kingdom,EMEA,Casual Fan,Direct,2021-10-26,2+ years,1
7383,8,Australia,APAC,Casual Fan,Direct,2021-11-24,2+ years,1
7384,4,United States,Americas,Hardcore Fan,Direct,2024-12-27,1-2 years,1
7385,5,Brazil,Americas,Hardcore Fan,Email,2022-06-17,2+ years,1
7386,2,Spain,EMEA,Hardcore Fan,Organic Search,2025-08-03,0-6 months,1
7387,1,United Kingdom,EMEA,Casual Fan,Direct,2022-07-02,2+ years,1
7388,8,Australia,APAC,Collector,App Store,2023-06-10,2+ years,0
7389,2,Spain,EMEA,Casual Fan,Influencer,2025-11-28,0-6 months,0
7390,3,Germany,EMEA,Casual Fan,Email,2025-03-12,6-12 months,0
7391,5,Brazil,Americas,Casual Fan,Email,2022-03-02,2+ years,1
7392,1,United Kingdom,EMEA,Hardcore Fan,App Store,2024-10-14,1-2 years,1
7393,6,Mexico,Americas,Casual Fan,Organic Search,2024-03-13,1-2 years,0
7394,4,United States,Americas,Casual Fan,Direct,2025-05-04,6-12 months,0
7395,2,Spain,EMEA,Hardcore Fan,Organic Search,2025-03-22,6-12 months,1
7396,1,United Kingdom,EMEA,Casual Fan,Organic Search,2021-05-04,2+ years,1
7397,1,United Kingdom,EMEA,Casual Fan,Paid Social,2023-01-07,2+ years,1
7398,7,Japan,APAC,Collector,Paid Social,2023-02-20,2+ years,1
7399,5,Brazil,Americas,Casual Fan,Organic Search,2021-06-22,2+ years,0
7400,2,Spain,EMEA,Hardcore Fan,App Store,2022-06-05,2+ years,0
7401,1,United Kingdom,EMEA,Casual Fan,Influencer,2023-01-09,2+ years,0
7402,5,Brazil,Americas,Casual Fan,Direct,2025-08-19,0-6 months,0
7403,4,United States,Americas,Casual Fan,Influencer,2025-09-24,0-6 months,0
7404,3,Germany,EMEA,Hardcore Fan,Organic Search,2024-12-12,1-2 years,1
7405,3,Germany,EMEA,Casual Fan,Paid Social,2021-06-09,2+ years,1
7406,2,Spain,EMEA,Hardcore Fan,Direct,2024-02-17,1-2 years,0
7407,5,Brazil,Americas,Collector,App Store,2023-08-19,2+ years,1
7408,8,Australia,APAC,Hardcore Fan,Direct,2023-05-21,2+ years,1
7409,1,United Kingdom,EMEA,Casual Fan,Organic Search,2021-03-30,2+ years,0
7410,4,United States,Americas,Casual Fan,Paid Social,2022-11-23,2+ years,0
7411,3,Germany,EMEA,Casual Fan,Email,2024-09-15,1-2 years,0
7412,3,Germany,EMEA,Casual Fan,Direct,2022-03-26,2+ years,0
7413,2,Spain,EMEA,Collector,Direct,2021-05-12,2+ years,1
7414,7,Japan,APAC,Collector,Direct,2025-04-10,6-12 months,1
7415,4,United States,Americas,Casual Fan,Organic Search,2025-06-04,6-12 months,0
7416,4,United States,Americas,Casual Fan,Direct,2021-03-04,2+ years,0
7417,2,Spain,EMEA,Collector,Direct,2021-04-18,2+ years,0
7418,1,United Kingdom,EMEA,Hardcore Fan,Organic Search,2025-09-16,0-6 months,1
7419,1,United Kingdom,EMEA,Casual Fan,Email,2025-08-14,0-6 months,0
7420,5,Brazil,Americas,Casual Fan,Paid Social,2025-06-08,6-12 months,0
7421,1,United Kingdom,EMEA,Casual Fan,Direct,2024-11-11,1-2 years,0
7422,5,Brazil,Americas,Collector,Organic Search,2024-11-08,1-2 years,1
7423,3,Germany,EMEA,Casual Fan,Organic Search,2021-11-17,2+ years,1
7424,3,Germany,EMEA,Hardcore Fan,Email,2023-10-03,2+ years,1
7425,3,Germany,EMEA,Casual Fan,Organic Search,2021-11-03,2+ years,0
7426,3,Germany,EMEA,Collector,Organic Search,2023-01-30,2+ years,0
7427,1,United Kingdom,EMEA,Casual Fan,Organic Search,2021-10-08,2+ years,1
7428,2,Spain,EMEA,Casual Fan,Direct,2021-07-27,2+ years,0
7429,5,Brazil,Americas,Casual Fan,App Store,2023-03-20,2+ years,0
7430,5,Brazil,Americas,Casual Fan,Email,2022-06-01,2+ years,0
7431,2,Spain,EMEA,Casual Fan,Direct,2023-01-10,2+ years,0
7432,3,Germany,EMEA,Hardcore Fan,Organic Search,2024-04-30,1-2 years,0
7433,1,United Kingdom,EMEA,Casual Fan,Influencer,2025-07-28,0-6 months,0
7434,2,Spain,EMEA,Casual Fan,Email,2025-05-31,6-12 months,0
7435,1,United Kingdom,EMEA,Casual Fan,Email,2023-07-08,2+ years,0
7436,7,Japan,APAC,Hardcore Fan,Influencer,2022-09-14,2+ years,1
7437,2,Spain,EMEA,Casual Fan,Organic Search,2021-06-15,2+ years,0
7438,2,Spain,EMEA,Casual Fan,Email,2023-06-20,2+ years,1
7439,2,Spain,EMEA,Hardcore Fan,Email,2023-12-21,2+ years,0
7440,1,United Kingdom,EMEA,Casual Fan,Direct,2022-10-04,2+ years,1
7441,5,Brazil,Americas,Casual Fan,Direct,2021-01-03,2+ years,1
7442,1,United Kingdom,EMEA,Casual Fan,Direct,2022-10-09,2+ years,1
7443,1,United Kingdom,EMEA,Casual Fan,Influencer,2021-12-12,2+ years,1
7444,5,Brazil,Americas,Hardcore Fan,App Store,2025-01-23,6-12 months,0
7445,2,Spain,EMEA,Casual Fan,Organic Search,2022-03-10,2+ years,0
7446,5,Brazil,Americas,Casual Fan,Email,2023-08-14,2+ years,0
7447,4,United States,Americas,Hardcore Fan,Email,2023-08-19,2+ years,1
7448,2,Spain,EMEA,Casual Fan,Direct,2022-12-06,2+ years,1
7449,5,Brazil,Americas,Hardcore Fan,Paid Social,2021-12-19,2+ years,1
7450,1,United Kingdom,EMEA,Casual Fan,Organic Search,2021-03-03,2+ years,0
7451,4,United States,Americas,Hardcore Fan,Organic Search,2024-08-26,1-2 years,1
7452,3,Germany,EMEA,Hardcore Fan,App Store,2024-06-22,1-2 years,0
7453,2,Spain,EMEA,Hardcore Fan,App Store,2023-09-26,2+ years,0
7454,4,United States,Americas,Collector,Paid Social,2022-05-23,2+ years,1
7455,7,Japan,APAC,Hardcore Fan,App Store,2021-02-22,2+ years,0
7456,8,Australia,APAC,Hardcore Fan,App Store,2025-03-25,6-12 months,1
7457,4,United States,Americas,Casual Fan,Direct,2025-07-23,0-6 months,1
7458,3,Germany,EMEA,Casual Fan,Paid Social,2022-02-03,2+ years,0
7459,2,Spain,EMEA,Collector,Organic Search,2024-02-06,1-2 years,0
7460,2,Spain,EMEA,Collector,Organic Search,2023-03-15,2+ years,0
7461,3,Germany,EMEA,Casual Fan,Organic Search,2022-01-29,2+ years,1
7462,3,Germany,EMEA,Casual Fan,Influencer,2024-10-30,1-2 years,0
7463,7,Japan,APAC,Hardcore Fan,Paid Social,2025-05-05,6-12 months,1
7464,3,Germany,EMEA,Casual Fan,Direct,2024-12-09,1-2 years,1
7465,3,Germany,EMEA,Casual Fan,Influencer,2022-05-14,2+ years,1
7466,3,Germany,EMEA,Hardcore Fan,Email,2022-12-25,2+ years,0
7467,7,Japan,APAC,Casual Fan,Organic Search,2021-03-10,2+ years,0
7468,5,Brazil,Americas,Casual Fan,Email,2022-04-21,2+ years,0
7469,4,United States,Americas,Hardcore Fan,Organic Search,2021-04-08,2+ years,0
7470,2,Spain,EMEA,Casual Fan,Influencer,2025-06-27,6-12 months,0
7471,6,Mexico,Americas,Collector,Influencer,2021-01-16,2+ years,0
7472,1,United Kingdom,EMEA,Collector,App Store,2024-01-08,1-2 years,1
7473,7,Japan,APAC,Hardcore Fan,Influencer,2025-11-04,0-6 months,0
7474,4,United States,Americas,Collector,Direct,2025-11-02,0-6 months,0
7475,3,Germany,EMEA,Casual Fan,Paid Social,2024-08-14,1-2 years,0
7476,4,United States,Americas,Hardcore Fan,Email,2022-02-14,2+ years,1
7477,5,Brazil,Americas,Hardcore Fan,Organic Search,2025-08-21,0-6 months,1
7478,1,United Kingdom,EMEA,Casual Fan,Direct,2024-07-05,1-2 years,1
7479,7,Japan,APAC,Casual Fan,Influencer,2024-05-19,1-2 years,1
7480,3,Germany,EMEA,Hardcore Fan,Direct,2021-07-03,2+ years,1
7481,2,Spain,EMEA,Hardcore Fan,App Store,2021-07-14,2+ years,1
7482,1,United Kingdom,EMEA,Hardcore Fan,App Store,2021-02-09,2+ years,1
7483,3,Germany,EMEA,Hardcore Fan,Direct,2022-12-04,2+ years,1
7484,4,United States,Americas,Hardcore Fan,Direct,2022-03-29,2+ years,1
7485,3,Germany,EMEA,Hardcore Fan,Paid Social,2024-08-31,1-2 years,1
7486,5,Brazil,Americas,Casual Fan,Organic Search,2023-09-19,2+ years,0
7487,3,Germany,EMEA,Casual Fan,App Store,2021-03-02,2+ years,0
7488,8,Australia,APAC,Hardcore Fan,Direct,2025-09-12,0-6 months,1
7489,4,United States,Americas,Casual Fan,App Store,2022-04-24,2+ years,1
7490,6,Mexico,Americas,Collector,Organic Search,2025-11-06,0-6 months,0
7491,1,United Kingdom,EMEA,Hardcore Fan,Direct,2021-02-05,2+ years,1
7492,3,Germany,EMEA,Hardcore Fan,Paid Social,2024-06-05,1-2 years,0
7493,2,Spain,EMEA,Collector,Email,2022-06-27,2+ years,1
7494,4,United States,Americas,Hardcore Fan,Email,2025-10-27,0-6 months,1
7495,7,Japan,APAC,Casual Fan,Organic Search,2024-02-21,1-2 years,0
7496,1,United Kingdom,EMEA,Casual Fan,App Store,2021-09-20,2+ years,1
7497,1,United Kingdom,EMEA,Casual Fan,Organic Search,2021-05-03,2+ years,0
7498,7,Japan,APAC,Casual Fan,App Store,2021-08-06,2+ years,0
7499,2,Spain,EMEA,Casual Fan,Direct,2024-10-01,1-2 years,1
7500,5,Brazil,Americas,Hardcore Fan,Paid Social,2021-10-03,2+ years,1
7501,4,United States,Americas,Casual Fan,Direct,2024-01-27,1-2 years,0
7502,7,Japan,APAC,Casual Fan,App Store,2023-07-18,2+ years,0
7503,1,United Kingdom,EMEA,Casual Fan,Influencer,2025-01-30,6-12 months,0
7504,1,United Kingdom,EMEA,Casual Fan,Organic Search,2023-07-02,2+ years,0
7505,4,United States,Americas,Casual Fan,Paid Social,2025-02-17,6-12 months,0
7506,8,Australia,APAC,Casual Fan,Organic Search,2021-01-06,2+ years,1
7507,3,Germany,EMEA,Hardcore Fan,Direct,2021-05-03,2+ years,0
7508,2,Spain,EMEA,Casual Fan,Organic Search,2024-01-15,1-2 years,0
7509,4,United States,Americas,Casual Fan,Direct,2025-11-01,0-6 months,0
7510,7,Japan,APAC,Casual Fan,Organic Search,2025-03-07,6-12 months,1
7511,7,Japan,APAC,Hardcore Fan,Influencer,2024-01-10,1-2 years,1
7512,8,Australia,APAC,Hardcore Fan,Email,2023-07-05,2+ years,0
7513,1,United Kingdom,EMEA,Collector,Influencer,2021-12-28,2+ years,0
7514,1,United Kingdom,EMEA,Hardcore Fan,Email,2024-12-20,1-2 years,0
7515,4,United States,Americas,Casual Fan,Paid Social,2022-12-04,2+ years,1
7516,7,Japan,APAC,Casual Fan,Direct,2025-11-26,0-6 months,1
7517,2,Spain,EMEA,Casual Fan,Paid Social,2021-02-10,2+ years,1
7518,2,Spain,EMEA,Hardcore Fan,Organic Search,2025-10-20,0-6 months,1
7519,6,Mexico,Americas,Casual Fan,Influencer,2024-10-03,1-2 years,0
7520,1,United Kingdom,EMEA,Hardcore Fan,Direct,2021-04-24,2+ years,0
7521,3,Germany,EMEA,Casual Fan,Organic Search,2021-07-19,2+ years,1
7522,4,United States,Americas,Casual Fan,App Store,2024-03-04,1-2 years,0
7523,4,United States,Americas,Casual Fan,Organic Search,2021-07-18,2+ years,0
7524,5,Brazil,Americas,Hardcore Fan,Direct,2021-06-06,2+ years,0
7525,2,Spain,EMEA,Casual Fan,Organic Search,2024-09-08,1-2 years,0
7526,4,United States,Americas,Hardcore Fan,Email,2025-03-15,6-12 months,1
7527,4,United States,Americas,Casual Fan,Paid Social,2024-08-22,1-2 years,0
7528,4,United States,Americas,Casual Fan,Email,2023-04-30,2+ years,0
7529,5,Brazil,Americas,Casual Fan,Paid Social,2021-02-13,2+ years,1
7530,2,Spain,EMEA,Casual Fan,Email,2025-10-07,0-6 months,0
7531,1,United Kingdom,EMEA,Casual Fan,Organic Search,2025-12-28,0-6 months,1
7532,1,United Kingdom,EMEA,Casual Fan,App Store,2021-11-19,2+ years,1
7533,2,Spain,EMEA,Casual Fan,Influencer,2021-08-10,2+ years,0
7534,4,United States,Americas,Hardcore Fan,Organic Search,2021-09-16,2+ years,0
7535,7,Japan,APAC,Casual Fan,App Store,2022-08-25,2+ years,0
7536,5,Brazil,Americas,Casual Fan,App Store,2025-01-13,6-12 months,0
7537,6,Mexico,Americas,Hardcore Fan,Direct,2022-09-07,2+ years,1
7538,2,Spain,EMEA,Hardcore Fan,Email,2023-09-21,2+ years,0
7539,3,Germany,EMEA,Casual Fan,App Store,2024-10-13,1-2 years,0
7540,3,Germany,EMEA,Hardcore Fan,App Store,2022-12-18,2+ years,1
7541,1,United Kingdom,EMEA,Hardcore Fan,Email,2023-04-23,2+ years,1
7542,1,United Kingdom,EMEA,Casual Fan,Direct,2023-05-19,2+ years,0
7543,4,United States,Americas,Casual Fan,Influencer,2024-07-10,1-2 years,1
7544,8,Australia,APAC,Casual Fan,Influencer,2021-01-27,2+ years,0
7545,1,United Kingdom,EMEA,Casual Fan,App Store,2023-10-28,2+ years,0
7546,1,United Kingdom,EMEA,Collector,Influencer,2024-07-11,1-2 years,1
7547,6,Mexico,Americas,Casual Fan,Email,2021-12-22,2+ years,0
7548,2,Spain,EMEA,Casual Fan,Influencer,2022-07-08,2+ years,1
7549,7,Japan,APAC,Collector,Paid Social,2024-05-29,1-2 years,1
7550,5,Brazil,Americas,Hardcore Fan,Paid Social,2024-03-23,1-2 years,0
7551,8,Australia,APAC,Hardcore Fan,Paid Social,2022-07-27,2+ years,0
7552,3,Germany,EMEA,Hardcore Fan,Email,2021-10-03,2+ years,1
7553,5,Brazil,Americas,Hardcore Fan,Direct,2021-08-09,2+ years,1
7554,3,Germany,EMEA,Hardcore Fan,Paid Social,2025-06-03,6-12 months,1
7555,5,Brazil,Americas,Casual Fan,Email,2024-01-16,1-2 years,0
7556,3,Germany,EMEA,Casual Fan,Direct,2025-06-03,6-12 months,1
7557,1,United Kingdom,EMEA,Casual Fan,Paid Social,2021-02-20,2+ years,0
7558,4,United States,Americas,Casual Fan,Organic Search,2023-04-22,2+ years,1
7559,4,United States,Americas,Casual Fan,Organic Search,2021-08-28,2+ years,0
7560,6,Mexico,Americas,Hardcore Fan,Direct,2024-10-27,1-2 years,1
7561,5,Brazil,Americas,Casual Fan,App Store,2021-05-08,2+ years,1
7562,5,Brazil,Americas,Casual Fan,Email,2023-03-09,2+ years,0
7563,1,United Kingdom,EMEA,Hardcore Fan,Email,2021-08-17,2+ years,0
7564,5,Brazil,Americas,Hardcore Fan,Organic Search,2024-10-02,1-2 years,1
7565,4,United States,Americas,Hardcore Fan,App Store,2021-07-14,2+ years,1
